phenoname,ancestry,trait_type,category,n_cases,n_controls,description,phecode_category,description_more
MB_280.1,eur,binary,phecodeX,3710,93914,Alcohol use disorders,Mental,NA
MB_280.11,afr,binary,phecodeX,1766,37552,Alcohol abuse and dependence,Mental,NA
MB_280.11,amr,binary,phecodeX,909,30842,Alcohol abuse and dependence,Mental,NA
MB_280.11,eur,binary,phecodeX,3389,94471,Alcohol abuse and dependence,Mental,NA
MB_280.13,amr,binary,phecodeX,214,31950,Alcoholic liver disease,Mental,NA
MB_280.13,eur,binary,phecodeX,539,98679,Alcoholic liver disease,Mental,NA
MB_280.2,afr,binary,phecodeX,1161,38526,Opioid use disorders,Mental,NA
MB_280.2,amr,binary,phecodeX,702,31289,Opioid use disorders,Mental,NA
MB_280.2,eur,binary,phecodeX,2396,95895,Opioid use disorders,Mental,NA
MB_280.21,afr,binary,phecodeX,978,38840,Opioid abuse or dependence,Mental,NA
MB_280.21,amr,binary,phecodeX,618,31413,Opioid abuse or dependence,Mental,NA
MB_280.21,eur,binary,phecodeX,2050,96481,Opioid abuse or dependence,Mental,NA
MB_280.3,afr,binary,phecodeX,1223,38127,Cannabis use disorders,Mental,NA
MB_280.3,amr,binary,phecodeX,625,31070,Cannabis use disorders,Mental,NA
MB_280.3,eur,binary,phecodeX,1353,96852,Cannabis use disorders,Mental,NA
MB_280.31,afr,binary,phecodeX,794,38938,Cannabis abuse or dependance,Mental,NA
MB_280.31,amr,binary,phecodeX,279,31706,Cannabis abuse or dependance,Mental,NA
MB_280.31,eur,binary,phecodeX,740,98142,Cannabis abuse or dependance,Mental,NA
MB_280.4,eur,binary,phecodeX,301,98937,"Sedative, hypnotic, or anxiolytic related disorders",Mental,NA
MB_280.41,eur,binary,phecodeX,280,98987,"Sedative, hypnotic or anxiolytic-related abuse or dependance",Mental,NA
MB_280.5,afr,binary,phecodeX,1674,37881,Stimulant use disorders,Mental,NA
MB_280.5,amr,binary,phecodeX,794,31105,Stimulant use disorders,Mental,NA
MB_280.5,eur,binary,phecodeX,1586,97073,Stimulant use disorders,Mental,NA
MB_280.51,afr,binary,phecodeX,1483,38148,Stimulant abuse or dependance,Mental,NA
MB_280.51,amr,binary,phecodeX,691,31259,Stimulant abuse or dependance,Mental,NA
MB_280.51,eur,binary,phecodeX,1439,97327,Stimulant abuse or dependance,Mental,NA
MB_280.8,afr,binary,phecodeX,3075,35510,Psychoactive substance abuse,Mental,NA
MB_280.8,amr,binary,phecodeX,1569,29803,Psychoactive substance abuse,Mental,NA
MB_280.8,eur,binary,phecodeX,4270,92937,Psychoactive substance abuse,Mental,NA
MB_280.9,afr,binary,phecodeX,1979,37356,Psychoactive substance dependance,Mental,NA
MB_280.9,amr,binary,phecodeX,1058,30726,Psychoactive substance dependance,Mental,NA
MB_280.9,eur,binary,phecodeX,4039,93733,Psychoactive substance dependance,Mental,NA
MB_280.91,afr,binary,phecodeX,299,39756,Psychoactive substance withdrawal,Mental,NA
MB_280.91,amr,binary,phecodeX,312,31811,Psychoactive substance withdrawal,Mental,NA
MB_280.91,eur,binary,phecodeX,991,97886,Psychoactive substance withdrawal,Mental,NA
MB_282,afr,binary,phecodeX,9050,28540,Nicotine dependence (current and history of),Mental,NA
MB_282,amr,binary,phecodeX,4577,25867,Nicotine dependence (current and history of),Mental,NA
MB_282,eur,binary,phecodeX,17653,75990,Nicotine dependence (current and history of),Mental,NA
MB_282.1,afr,binary,phecodeX,7447,30363,Current tobacco use and nicotine dependence,Mental,NA
MB_282.1,amr,binary,phecodeX,3103,27778,Current tobacco use and nicotine dependence,Mental,NA
MB_282.1,eur,binary,phecodeX,10383,85263,Current tobacco use and nicotine dependence,Mental,NA
MB_282.2,afr,binary,phecodeX,3009,35763,Personal history of nicotine dependence,Mental,NA
MB_282.2,amr,binary,phecodeX,2001,29035,Personal history of nicotine dependence,Mental,NA
MB_282.2,eur,binary,phecodeX,9490,85196,Personal history of nicotine dependence,Mental,NA
MB_283,afr,binary,phecodeX,2172,35853,Other mental and behavioral problems,Mental,NA
MB_283,amr,binary,phecodeX,1124,29741,Other mental and behavioral problems,Mental,NA
MB_283,eur,binary,phecodeX,2815,92576,Other mental and behavioral problems,Mental,NA
MB_283.3,afr,binary,phecodeX,240,39801,High risk sexual behavior,Mental,NA
MB_283.3,eur,binary,phecodeX,248,98834,High risk sexual behavior,Mental,NA
MB_283.4,afr,binary,phecodeX,1338,37588,Patient's noncompliance with medical treatment and regimen,Mental,NA
MB_283.4,amr,binary,phecodeX,742,30751,Patient's noncompliance with medical treatment and regimen,Mental,NA
MB_283.4,eur,binary,phecodeX,1182,96589,Patient's noncompliance with medical treatment and regimen,Mental,NA
MB_283.8,afr,binary,phecodeX,258,39693,Problems related to lifestyle,Mental,NA
MB_283.8,eur,binary,phecodeX,740,97265,Problems related to lifestyle,Mental,NA
MB_284,afr,binary,phecodeX,1027,38617,Suicide ideation and attempt or self harm,Mental,NA
MB_284,amr,binary,phecodeX,621,31214,Suicide ideation and attempt or self harm,Mental,NA
MB_284,eur,binary,phecodeX,1957,96223,Suicide ideation and attempt or self harm,Mental,NA
MB_284.1,afr,binary,phecodeX,924,38818,Suicidal ideations,Mental,NA
MB_284.1,amr,binary,phecodeX,504,31398,Suicidal ideations,Mental,NA
MB_284.1,eur,binary,phecodeX,1649,96688,Suicidal ideations,Mental,NA
MB_284.2,afr,binary,phecodeX,263,39866,Suicide and self-inflicted harm,Mental,NA
MB_284.2,amr,binary,phecodeX,211,31893,Suicide and self-inflicted harm,Mental,NA
MB_284.2,eur,binary,phecodeX,686,98107,Suicide and self-inflicted harm,Mental,NA
MB_286,afr,binary,phecodeX,7827,30295,Mood [affective] disorders,Mental,NA
MB_286,amr,binary,phecodeX,6219,24257,Mood [affective] disorders,Mental,NA
MB_286,eas,binary,phecodeX,373,3438,Mood [affective] disorders,Mental,NA
MB_286,eur,binary,phecodeX,24663,68616,Mood [affective] disorders,Mental,NA
MB_286,sas,binary,phecodeX,270,1985,Mood [affective] disorders,Mental,NA
MB_286.1,afr,binary,phecodeX,1449,38479,Bipolar disorder,Mental,NA
MB_286.1,amr,binary,phecodeX,821,31032,Bipolar disorder,Mental,NA
MB_286.1,eur,binary,phecodeX,3506,94498,Bipolar disorder,Mental,NA
MB_286.11,afr,binary,phecodeX,635,39466,Bipolar I disorder,Mental,NA
MB_286.11,amr,binary,phecodeX,345,31684,Bipolar I disorder,Mental,NA
MB_286.11,eur,binary,phecodeX,1604,96762,Bipolar I disorder,Mental,NA
MB_286.12,eur,binary,phecodeX,540,98844,Bipolar II disorder*,Mental,NA
MB_286.2,afr,binary,phecodeX,5592,32968,Major depressive disorder,Mental,NA
MB_286.2,amr,binary,phecodeX,4509,26144,Major depressive disorder,Mental,NA
MB_286.2,eas,binary,phecodeX,285,3546,Major depressive disorder,Mental,NA
MB_286.2,eur,binary,phecodeX,18266,75841,Major depressive disorder,Mental,NA
MB_286.3,eur,binary,phecodeX,414,98686,Premenstrual dysphoric disorder,Mental,NA
MB_286.4,afr,binary,phecodeX,800,39135,Dysthymic disorder,Mental,NA
MB_286.4,amr,binary,phecodeX,684,31181,Dysthymic disorder,Mental,NA
MB_286.4,eur,binary,phecodeX,3263,94160,Dysthymic disorder,Mental,NA
MB_287,afr,binary,phecodeX,1458,38376,Psychotic disorder,Mental,NA
MB_287,amr,binary,phecodeX,549,31462,Psychotic disorder,Mental,NA
MB_287,eur,binary,phecodeX,1343,97236,Psychotic disorder,Mental,NA
MB_287.1,afr,binary,phecodeX,776,39407,Schizophrenia,Mental,NA
MB_287.1,amr,binary,phecodeX,220,32028,Schizophrenia,Mental,NA
MB_287.1,eur,binary,phecodeX,472,98864,Schizophrenia,Mental,NA
MB_287.2,afr,binary,phecodeX,511,39821,Schizoaffective disorder,Mental,NA
MB_287.2,eur,binary,phecodeX,407,99024,Schizoaffective disorder,Mental,NA
MB_288,afr,binary,phecodeX,4816,33353,Anxiety and anxiety disorders,Mental,NA
MB_288,amr,binary,phecodeX,4982,25154,Anxiety and anxiety disorders,Mental,NA
MB_288,eas,binary,phecodeX,357,3420,Anxiety and anxiety disorders,Mental,NA
MB_288,eur,binary,phecodeX,21723,70467,Anxiety and anxiety disorders,Mental,NA
MB_288,sas,binary,phecodeX,249,1977,Anxiety and anxiety disorders,Mental,NA
MB_288.2,afr,binary,phecodeX,560,39500,Panic disorder [episodic paroxysmal anxiety],Mental,NA
MB_288.2,amr,binary,phecodeX,553,31318,Panic disorder [episodic paroxysmal anxiety],Mental,NA
MB_288.2,eur,binary,phecodeX,2148,95759,Panic disorder [episodic paroxysmal anxiety],Mental,NA
MB_288.3,afr,binary,phecodeX,1168,38657,Generalized anxiety disorder,Mental,NA
MB_288.3,amr,binary,phecodeX,1260,30361,Generalized anxiety disorder,Mental,NA
MB_288.3,eur,binary,phecodeX,6654,90105,Generalized anxiety disorder,Mental,NA
MB_288.4,afr,binary,phecodeX,219,40018,Phobic disorders,Mental,NA
MB_288.4,eur,binary,phecodeX,947,97725,Phobic disorders,Mental,NA
MB_288.41,eur,binary,phecodeX,279,99140,Agoraphobia,Mental,NA
MB_288.42,eur,binary,phecodeX,328,99087,Social phobia,Mental,NA
MB_289,eur,binary,phecodeX,707,98465,Obsessive-compulsive disorder,Mental,NA
MB_290,afr,binary,phecodeX,2844,36052,"Reaction to severe stress, and adjustment disorders",Mental,NA
MB_290,amr,binary,phecodeX,2143,28877,"Reaction to severe stress, and adjustment disorders",Mental,NA
MB_290,eur,binary,phecodeX,8488,86491,"Reaction to severe stress, and adjustment disorders",Mental,NA
MB_290.1,afr,binary,phecodeX,1432,38592,Posttraumatic stress disorder,Mental,NA
MB_290.1,amr,binary,phecodeX,1019,30970,Posttraumatic stress disorder,Mental,NA
MB_290.1,eur,binary,phecodeX,3596,94802,Posttraumatic stress disorder,Mental,NA
MB_291,afr,binary,phecodeX,369,39739,Dissociative and somatoform disorders,Mental,NA
MB_291,amr,binary,phecodeX,284,31693,Dissociative and somatoform disorders,Mental,NA
MB_291,eur,binary,phecodeX,1211,96843,Dissociative and somatoform disorders,Mental,NA
MB_291.1,eur,binary,phecodeX,230,99096,Conversion disorder,Mental,NA
MB_293,eur,binary,phecodeX,655,98445,Eating disorders,Mental,NA
MB_294,afr,binary,phecodeX,294,39901,Sexual dysfunction and disorders,Mental,NA
MB_294,eur,binary,phecodeX,1194,96767,Sexual dysfunction and disorders,Mental,NA
MB_296,afr,binary,phecodeX,422,39814,Personality disorders,Mental,NA
MB_296,amr,binary,phecodeX,275,31907,Personality disorders,Mental,NA
MB_296,eur,binary,phecodeX,1329,97645,Personality disorders,Mental,NA
MB_296.4,eur,binary,phecodeX,634,98598,Borderline personality disorder,Mental,NA
MB_297,eur,binary,phecodeX,238,99272,Gender identity disorder,Mental,NA
MB_299,afr,binary,phecodeX,754,38805,"Mental disorder, not otherwise specified",Mental,NA
MB_299,amr,binary,phecodeX,415,31404,"Mental disorder, not otherwise specified",Mental,NA
MB_299,eur,binary,phecodeX,2145,95333,"Mental disorder, not otherwise specified",Mental,NA
MB_302,eur,binary,phecodeX,261,99000,Developemental delay,Mental,NA
MB_304,afr,binary,phecodeX,293,40060,Attention-deficit hyperactivity disorders,Mental,NA
MB_304,amr,binary,phecodeX,316,31853,Attention-deficit hyperactivity disorders,Mental,NA
MB_304,eur,binary,phecodeX,2489,96063,Attention-deficit hyperactivity disorders,Mental,NA
MB_307,eur,binary,phecodeX,791,98266,Behavioral and emotional disorders with onset usually in childhood and adolescence,Mental,NA
MB_308,afr,binary,phecodeX,444,39472,Symptoms related to mental disorders,Mental,NA
MB_308,amr,binary,phecodeX,203,31867,Symptoms related to mental disorders,Mental,NA
MB_308,eur,binary,phecodeX,711,97779,Symptoms related to mental disorders,Mental,NA
MB_308.1,eur,binary,phecodeX,252,98820,Delirium,Mental,NA
MB_308.3,afr,binary,phecodeX,343,39741,Hallucinations,Mental,NA
MB_308.3,eur,binary,phecodeX,437,98453,Hallucinations,Mental,NA
MB_309,afr,binary,phecodeX,483,39200,Signs and symptoms involving emotional state,Mental,NA
MB_309,amr,binary,phecodeX,287,31517,Signs and symptoms involving emotional state,Mental,NA
MB_309,eur,binary,phecodeX,948,96921,Signs and symptoms involving emotional state,Mental,NA
MS_700,afr,binary,phecodeX,869,39303,Diffuse diseases of connective tissue,Musculoskeletal,NA
MS_700,amr,binary,phecodeX,702,31282,Diffuse diseases of connective tissue,Musculoskeletal,NA
MS_700,eur,binary,phecodeX,2402,95809,Diffuse diseases of connective tissue,Musculoskeletal,NA
MS_700.1,afr,binary,phecodeX,506,39912,Lupus,Musculoskeletal,NA
MS_700.1,amr,binary,phecodeX,338,31923,Lupus,Musculoskeletal,NA
MS_700.1,eur,binary,phecodeX,754,98583,Lupus,Musculoskeletal,NA
MS_700.11,afr,binary,phecodeX,461,39965,Systemic lupus erythematosus [SLE],Musculoskeletal,NA
MS_700.11,amr,binary,phecodeX,322,31940,Systemic lupus erythematosus [SLE],Musculoskeletal,NA
MS_700.11,eur,binary,phecodeX,663,98708,Systemic lupus erythematosus [SLE],Musculoskeletal,NA
MS_700.12,afr,binary,phecodeX,214,40223,Cutaneous lupus erythematosus,Musculoskeletal,NA
MS_700.12,eur,binary,phecodeX,243,99182,Cutaneous lupus erythematosus,Musculoskeletal,NA
MS_700.2,afr,binary,phecodeX,211,40179,Sicca syndrome [Sjogren syndrome],Musculoskeletal,NA
MS_700.2,amr,binary,phecodeX,233,31970,Sicca syndrome [Sjogren syndrome],Musculoskeletal,NA
MS_700.2,eur,binary,phecodeX,963,98039,Sicca syndrome [Sjogren syndrome],Musculoskeletal,NA
MS_700.4,eur,binary,phecodeX,355,98757,Inflammatory myopathy,Musculoskeletal,NA
MS_700.41,eur,binary,phecodeX,258,98908,Myositis,Musculoskeletal,NA
MS_701,afr,binary,phecodeX,356,39983,"Osteomyelitis, periostitis, and other infections involving bone",Musculoskeletal,NA
MS_701,amr,binary,phecodeX,404,31812,"Osteomyelitis, periostitis, and other infections involving bone",Musculoskeletal,NA
MS_701,eur,binary,phecodeX,1035,98037,"Osteomyelitis, periostitis, and other infections involving bone",Musculoskeletal,NA
MS_701.1,afr,binary,phecodeX,353,39995,Osteomyelitis,Musculoskeletal,NA
MS_701.1,amr,binary,phecodeX,403,31819,Osteomyelitis,Musculoskeletal,NA
MS_701.1,eur,binary,phecodeX,1022,98078,Osteomyelitis,Musculoskeletal,NA
MS_701.11,eur,binary,phecodeX,373,98966,Acute/subacute osteomyelitis,Musculoskeletal,NA
MS_701.12,eur,binary,phecodeX,264,99092,Chronic osteomyelitis,Musculoskeletal,NA
MS_702,eur,binary,phecodeX,442,98560,Infective and reactive arthropathies,Musculoskeletal,NA
MS_702.1,eur,binary,phecodeX,329,98782,Pyogenic arthritis [Septic arthritis],Musculoskeletal,NA
MS_703,afr,binary,phecodeX,1108,38877,Chrystal arthropathies,Musculoskeletal,NA
MS_703,amr,binary,phecodeX,347,31766,Chrystal arthropathies,Musculoskeletal,NA
MS_703,eur,binary,phecodeX,2879,95130,Chrystal arthropathies,Musculoskeletal,NA
MS_703.1,afr,binary,phecodeX,1057,38994,Gout,Musculoskeletal,NA
MS_703.1,amr,binary,phecodeX,304,31855,Gout,Musculoskeletal,NA
MS_703.1,eur,binary,phecodeX,2554,95867,Gout,Musculoskeletal,NA
MS_703.2,eur,binary,phecodeX,330,98734,Chondrocalcinosis,Musculoskeletal,NA
MS_704,eur,binary,phecodeX,534,98563,Systemic vasculitis,Musculoskeletal,NA
MS_705,afr,binary,phecodeX,727,39432,Rheumatoid arthritis and other inflammatory polyarthropathies,Musculoskeletal,NA
MS_705,amr,binary,phecodeX,649,31429,Rheumatoid arthritis and other inflammatory polyarthropathies,Musculoskeletal,NA
MS_705,eur,binary,phecodeX,2933,95208,Rheumatoid arthritis and other inflammatory polyarthropathies,Musculoskeletal,NA
MS_705.1,afr,binary,phecodeX,578,39723,Rheumatoid arthritis,Musculoskeletal,NA
MS_705.1,amr,binary,phecodeX,545,31643,Rheumatoid arthritis,Musculoskeletal,NA
MS_705.1,eur,binary,phecodeX,1892,97047,Rheumatoid arthritis,Musculoskeletal,NA
MS_705.11,eur,binary,phecodeX,417,98992,Rheumatoid arthritis without rheumatoid factor*,Musculoskeletal,NA
MS_705.12,afr,binary,phecodeX,210,40247,Rheumatoid arthritis with rheumatoid factor*,Musculoskeletal,NA
MS_705.12,eur,binary,phecodeX,697,98725,Rheumatoid arthritis with rheumatoid factor*,Musculoskeletal,NA
MS_705.3,eur,binary,phecodeX,522,98857,Polymyalgia rheumatica,Musculoskeletal,NA
MS_706,afr,binary,phecodeX,488,39485,Inflammatory spondylopathies,Musculoskeletal,NA
MS_706,amr,binary,phecodeX,313,31777,Inflammatory spondylopathies,Musculoskeletal,NA
MS_706,eur,binary,phecodeX,1765,96306,Inflammatory spondylopathies,Musculoskeletal,NA
MS_706.1,afr,binary,phecodeX,300,39956,Sacroiliitis,Musculoskeletal,NA
MS_706.1,eur,binary,phecodeX,1003,97797,Sacroiliitis,Musculoskeletal,NA
MS_706.2,eur,binary,phecodeX,210,99259,Ankylosing spondylitis,Musculoskeletal,NA
MS_707,afr,binary,phecodeX,1140,38085,Other arthropathies,Musculoskeletal,NA
MS_707,amr,binary,phecodeX,656,31029,Other arthropathies,Musculoskeletal,NA
MS_707,eur,binary,phecodeX,4036,91332,Other arthropathies,Musculoskeletal,NA
MS_707.8,eur,binary,phecodeX,369,98728,Polyarthritis,Musculoskeletal,NA
MS_708,afr,binary,phecodeX,6807,31025,Osteoarthritis,Musculoskeletal,NA
MS_708,amr,binary,phecodeX,3416,27062,Osteoarthritis,Musculoskeletal,NA
MS_708,eas,binary,phecodeX,264,3482,Osteoarthritis,Musculoskeletal,NA
MS_708,eur,binary,phecodeX,22253,68988,Osteoarthritis,Musculoskeletal,NA
MS_708.1,afr,binary,phecodeX,573,39391,Osteoarthritis of more than one site,Musculoskeletal,NA
MS_708.1,amr,binary,phecodeX,269,31771,Osteoarthritis of more than one site,Musculoskeletal,NA
MS_708.1,eur,binary,phecodeX,2400,95369,Osteoarthritis of more than one site,Musculoskeletal,NA
MS_708.11,afr,binary,phecodeX,287,39971,Generalized osteoarthritis,Musculoskeletal,NA
MS_708.11,eur,binary,phecodeX,1221,97450,Generalized osteoarthritis,Musculoskeletal,NA
MS_709,afr,binary,phecodeX,1312,38138,Acquired deformities of fingers and toes,Musculoskeletal,NA
MS_709,amr,binary,phecodeX,523,31301,Acquired deformities of fingers and toes,Musculoskeletal,NA
MS_709,eur,binary,phecodeX,3758,92779,Acquired deformities of fingers and toes,Musculoskeletal,NA
MS_709.1,eur,binary,phecodeX,314,99011,Acquired deformities of fingers,Musculoskeletal,NA
MS_709.11,eur,binary,phecodeX,212,99240,Mallet finger,Musculoskeletal,NA
MS_709.2,afr,binary,phecodeX,1230,38259,Acquired deformities of toe,Musculoskeletal,NA
MS_709.2,amr,binary,phecodeX,483,31377,Acquired deformities of toe,Musculoskeletal,NA
MS_709.2,eur,binary,phecodeX,3476,93222,Acquired deformities of toe,Musculoskeletal,NA
MS_709.21,afr,binary,phecodeX,706,39038,Hallux valgus (Bunion),Musculoskeletal,NA
MS_709.21,amr,binary,phecodeX,279,31715,Hallux valgus (Bunion),Musculoskeletal,NA
MS_709.21,eur,binary,phecodeX,1596,96173,Hallux valgus (Bunion),Musculoskeletal,NA
MS_709.22,eur,binary,phecodeX,586,98421,Hallux rigidus,Musculoskeletal,NA
MS_709.24,afr,binary,phecodeX,557,39520,Hammer toe,Musculoskeletal,NA
MS_709.24,eur,binary,phecodeX,1531,96699,Hammer toe,Musculoskeletal,NA
MS_710,afr,binary,phecodeX,993,38353,Acquired deformities of limbs,Musculoskeletal,NA
MS_710,amr,binary,phecodeX,475,31256,Acquired deformities of limbs,Musculoskeletal,NA
MS_710,eur,binary,phecodeX,3230,93032,Acquired deformities of limbs,Musculoskeletal,NA
MS_710.3,eur,binary,phecodeX,250,98718,Deformities of the knee,Musculoskeletal,NA
MS_710.4,afr,binary,phecodeX,801,38820,Acquired deformities of the ankle and foot,Musculoskeletal,NA
MS_710.4,amr,binary,phecodeX,342,31564,Acquired deformities of the ankle and foot,Musculoskeletal,NA
MS_710.4,eur,binary,phecodeX,2394,94837,Acquired deformities of the ankle and foot,Musculoskeletal,NA
MS_710.41,afr,binary,phecodeX,514,39301,Flat foot [pes planus],Musculoskeletal,NA
MS_710.41,eur,binary,phecodeX,1007,97430,Flat foot [pes planus],Musculoskeletal,NA
MS_710.43,eur,binary,phecodeX,232,98994,Cavus deformity of foot,Musculoskeletal,NA
MS_710.44,eur,binary,phecodeX,492,98736,Foot drop (acquired)*,Musculoskeletal,NA
MS_710.6,eur,binary,phecodeX,302,98825,Unequal limb length (acquired),Musculoskeletal,NA
MS_711,afr,binary,phecodeX,554,39243,Disorder of patella,Musculoskeletal,NA
MS_711,amr,binary,phecodeX,347,31593,Disorder of patella,Musculoskeletal,NA
MS_711,eur,binary,phecodeX,2619,94362,Disorder of patella,Musculoskeletal,NA
MS_711.1,afr,binary,phecodeX,220,39999,Derangement of meniscus,Musculoskeletal,NA
MS_711.1,eur,binary,phecodeX,1103,97100,Derangement of meniscus,Musculoskeletal,NA
MS_712,afr,binary,phecodeX,558,39128,Joint derangements and related disorders,Musculoskeletal,NA
MS_712,amr,binary,phecodeX,340,31541,Joint derangements and related disorders,Musculoskeletal,NA
MS_712,eur,binary,phecodeX,2924,93315,Joint derangements and related disorders,Musculoskeletal,NA
MS_712.1,eur,binary,phecodeX,203,98899,Loose body in joint,Musculoskeletal,NA
MS_712.5,eur,binary,phecodeX,557,98562,Disorder of ligament,Musculoskeletal,NA
MS_712.51,eur,binary,phecodeX,460,98931,Hypermobility syndrome,Musculoskeletal,NA
MS_712.6,afr,binary,phecodeX,250,39903,Instability of joint,Musculoskeletal,NA
MS_712.6,eur,binary,phecodeX,1218,97073,Instability of joint,Musculoskeletal,NA
MS_713,afr,binary,phecodeX,11969,24601,Symptoms related to joints,Musculoskeletal,NA
MS_713,amr,binary,phecodeX,7556,21538,Symptoms related to joints,Musculoskeletal,NA
MS_713,eas,binary,phecodeX,771,2822,Symptoms related to joints,Musculoskeletal,NA
MS_713,eur,binary,phecodeX,37164,51214,Symptoms related to joints,Musculoskeletal,NA
MS_713,sas,binary,phecodeX,496,1647,Symptoms related to joints,Musculoskeletal,NA
MS_713.2,afr,binary,phecodeX,1480,36887,Effusion of joint,Musculoskeletal,NA
MS_713.2,amr,binary,phecodeX,606,30547,Effusion of joint,Musculoskeletal,NA
MS_713.2,eur,binary,phecodeX,3030,91233,Effusion of joint,Musculoskeletal,NA
MS_713.3,afr,binary,phecodeX,11588,24955,Pain in joint,Musculoskeletal,NA
MS_713.3,amr,binary,phecodeX,7269,21840,Pain in joint,Musculoskeletal,NA
MS_713.3,eas,binary,phecodeX,722,2868,Pain in joint,Musculoskeletal,NA
MS_713.3,eur,binary,phecodeX,35971,52351,Pain in joint,Musculoskeletal,NA
MS_713.3,sas,binary,phecodeX,480,1660,Pain in joint,Musculoskeletal,NA
MS_713.31,afr,binary,phecodeX,4741,32901,Pain in shoulder,Musculoskeletal,NA
MS_713.31,amr,binary,phecodeX,2653,27730,Pain in shoulder,Musculoskeletal,NA
MS_713.31,eas,binary,phecodeX,291,3462,Pain in shoulder,Musculoskeletal,NA
MS_713.31,eur,binary,phecodeX,14414,77181,Pain in shoulder,Musculoskeletal,NA
MS_713.32,afr,binary,phecodeX,803,38437,Pain in elbow,Musculoskeletal,NA
MS_713.32,amr,binary,phecodeX,565,30904,Pain in elbow,Musculoskeletal,NA
MS_713.32,eur,binary,phecodeX,2801,92536,Pain in elbow,Musculoskeletal,NA
MS_713.34,afr,binary,phecodeX,742,38650,Pain in wrist*,Musculoskeletal,NA
MS_713.34,amr,binary,phecodeX,474,31064,Pain in wrist*,Musculoskeletal,NA
MS_713.34,eur,binary,phecodeX,2252,93978,Pain in wrist*,Musculoskeletal,NA
MS_713.35,afr,binary,phecodeX,386,39431,Pain in joints of hand,Musculoskeletal,NA
MS_713.35,amr,binary,phecodeX,223,31712,Pain in joints of hand,Musculoskeletal,NA
MS_713.35,eur,binary,phecodeX,970,96442,Pain in joints of hand,Musculoskeletal,NA
MS_713.36,afr,binary,phecodeX,3188,35129,Pain in hip,Musculoskeletal,NA
MS_713.36,amr,binary,phecodeX,1390,29577,Pain in hip,Musculoskeletal,NA
MS_713.36,eur,binary,phecodeX,10515,82198,Pain in hip,Musculoskeletal,NA
MS_713.37,afr,binary,phecodeX,6278,31324,Pain in knee,Musculoskeletal,NA
MS_713.37,amr,binary,phecodeX,3439,26827,Pain in knee,Musculoskeletal,NA
MS_713.37,eas,binary,phecodeX,295,3450,Pain in knee,Musculoskeletal,NA
MS_713.37,eur,binary,phecodeX,16988,74021,Pain in knee,Musculoskeletal,NA
MS_713.37,sas,binary,phecodeX,221,2014,Pain in knee,Musculoskeletal,NA
MS_713.38,afr,binary,phecodeX,2052,36291,Pain in ankle and joints of foot,Musculoskeletal,NA
MS_713.38,amr,binary,phecodeX,1131,29859,Pain in ankle and joints of foot,Musculoskeletal,NA
MS_713.38,eur,binary,phecodeX,5784,87646,Pain in ankle and joints of foot,Musculoskeletal,NA
MS_713.4,afr,binary,phecodeX,702,39245,Stiffness of joint,Musculoskeletal,NA
MS_713.4,amr,binary,phecodeX,422,31619,Stiffness of joint,Musculoskeletal,NA
MS_713.4,eur,binary,phecodeX,2902,94889,Stiffness of joint,Musculoskeletal,NA
MS_714,afr,binary,phecodeX,991,38313,Deforming dorsopathies,Musculoskeletal,NA
MS_714,amr,binary,phecodeX,575,31046,Deforming dorsopathies,Musculoskeletal,NA
MS_714,eur,binary,phecodeX,3915,91988,Deforming dorsopathies,Musculoskeletal,NA
MS_714.1,eur,binary,phecodeX,270,98829,Kyphosis,Musculoskeletal,NA
MS_714.3,afr,binary,phecodeX,253,39931,Scoliosis,Musculoskeletal,NA
MS_714.3,amr,binary,phecodeX,201,31872,Scoliosis,Musculoskeletal,NA
MS_714.3,eur,binary,phecodeX,1389,96746,Scoliosis,Musculoskeletal,NA
MS_714.31,eur,binary,phecodeX,335,98915,Idiopathic scoliosis,Musculoskeletal,NA
MS_714.5,eur,binary,phecodeX,229,98937,Spondylolysis,Musculoskeletal,NA
MS_714.6,afr,binary,phecodeX,605,39158,Spondylolisthesis,Musculoskeletal,NA
MS_714.6,amr,binary,phecodeX,282,31701,Spondylolisthesis,Musculoskeletal,NA
MS_714.6,eur,binary,phecodeX,2006,95314,Spondylolisthesis,Musculoskeletal,NA
MS_714.7,eur,binary,phecodeX,239,99034,Fusion of spine*,Musculoskeletal,NA
MS_715,afr,binary,phecodeX,3808,34498,Other non-inflammatory spondylopathy,Musculoskeletal,NA
MS_715,amr,binary,phecodeX,1976,28931,Other non-inflammatory spondylopathy,Musculoskeletal,NA
MS_715,eur,binary,phecodeX,11647,81304,Other non-inflammatory spondylopathy,Musculoskeletal,NA
MS_715.1,afr,binary,phecodeX,3108,35156,Spondylosis,Musculoskeletal,NA
MS_715.1,amr,binary,phecodeX,1534,29418,Spondylosis,Musculoskeletal,NA
MS_715.1,eur,binary,phecodeX,8755,84292,Spondylosis,Musculoskeletal,NA
MS_715.4,afr,binary,phecodeX,1852,37472,Spinal stenosis,Musculoskeletal,NA
MS_715.4,amr,binary,phecodeX,906,30756,Spinal stenosis,Musculoskeletal,NA
MS_715.4,eur,binary,phecodeX,6074,89584,Spinal stenosis,Musculoskeletal,NA
MS_716,afr,binary,phecodeX,3010,35494,Intervertebral disc disorder,Musculoskeletal,NA
MS_716,amr,binary,phecodeX,1633,29317,Intervertebral disc disorder,Musculoskeletal,NA
