Trait,Trait_Type,Meta_Group,Category,SubCategory,Description,num_samples.META,num_cases.META,num_controls.META,num_samples.AFR,num_cases.AFR,num_controls.AFR,num_samples.AMR,num_cases.AMR,num_controls.AMR,num_samples.EAS,num_cases.EAS,num_controls.EAS,num_samples.EUR,num_cases.EUR,num_controls.EUR,dbgap_cat.AFR,dbgap_cat.AMR,dbgap_cat.EAS,dbgap_cat.EUR,dbgap_cat.META,dbgap_cat.pheno
Phe_599,binary,ALL,PheCodes,Genitourinary System,Other symptoms/disorders or the urinary system,557600,117701,439899,104575,25457,79118,52684,9597,43087,6165,772,5393,394176,81875,312301,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_599_1,binary,AfAdE,PheCodes,Genitourinary System,Urinary obstruction,624476,3915,620561,120421,743,119678,59169,374,58795,NA,NA,NA,444886,2798,442088,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_599_2,binary,AfAdE,PheCodes,Genitourinary System,Retention of urine,602463,34476,567987,117030,5159,111871,57499,2521,54978,NA,NA,NA,427934,26796,401138,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_599_3,binary,AfAdE,PheCodes,Genitourinary System,Dysuria,600918,12931,587987,114211,3393,110818,56807,1230,55577,NA,NA,NA,429900,8308,421592,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_599_4,binary,ALL,PheCodes,Genitourinary System,Urinary incontinence,609615,39755,569860,115522,8706,106816,57454,3082,54372,6620,253,6367,430019,27714,402305,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_599_5,binary,ALL,PheCodes,Genitourinary System,Frequency of urination and polyuria,585839,45955,539884,110378,10100,100278,55326,3788,51538,6458,365,6093,413677,31702,381975,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_599_8,binary,AfAdE,PheCodes,Genitourinary System,Other symptoms involving urinary system,608318,12011,596307,116880,2360,114520,57798,995,56803,NA,NA,NA,433640,8656,424984,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_599_9,binary,AfAdE,PheCodes,Genitourinary System,Other abnormality of urination,597169,21816,575353,114590,4378,110212,57059,1792,55267,NA,NA,NA,425520,15646,409874,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_600,binary,ALL,PheCodes,Genitourinary System,Hyperplasia of prostate,533499,184594,348905,95389,30813,64576,49994,13777,36217,5753,1076,4677,382363,138928,243435,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_601,binary,AfAdE,PheCodes,Genitourinary System,Inflammatory diseases of prostate,543156,30002,513154,97279,7247,90032,50477,3101,47376,NA,NA,NA,395400,19654,375746,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_601_1,binary,AfAdE,PheCodes,Genitourinary System,Prostatitis,557236,15239,541997,100591,3401,97190,52235,1323,50912,NA,NA,NA,404410,10515,393895,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_601_11,binary,AfAdE,PheCodes,Genitourinary System,Acute prostatitis,568198,2965,565233,103113,683,102430,53073,285,52788,NA,NA,NA,412012,1997,410015,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_601_12,binary,AfAdE,PheCodes,Genitourinary System,Chronic prostatitis,568171,6310,561861,102969,1473,101496,53224,517,52707,NA,NA,NA,411978,4320,407658,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_601_3,binary,AfAdE,PheCodes,Genitourinary System,Orchitis and epididymitis,564113,9721,554392,101943,2682,99261,52525,973,51552,NA,NA,NA,409645,6066,403579,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_601_4,binary,AfAdE,PheCodes,Genitourinary System,Balanoposthitis,570824,3587,567237,103623,781,102842,52863,684,52179,NA,NA,NA,414338,2122,412216,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_601_8,binary,AfE,PheCodes,Genitourinary System,Other inflammatory disorders of male genital organs,519391,1434,517957,104144,422,103722,NA,NA,NA,NA,NA,NA,415247,1012,414235,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_602,binary,AfAdE,PheCodes,Genitourinary System,Other disorders of prostate,561359,10693,550666,101945,2026,99919,52695,834,51861,NA,NA,NA,406719,7833,398886,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_602_3,binary,AfE,PheCodes,Genitourinary System,Dysplasia of prostate,519864,1376,518488,104207,322,103885,NA,NA,NA,NA,NA,NA,415657,1054,414603,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_603,binary,AfAdE,PheCodes,Genitourinary System,Other disorders of testis,565376,11197,554179,102759,2276,100483,52718,958,51760,NA,NA,NA,409899,7963,401936,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_603_1,binary,AfAdE,PheCodes,Genitourinary System,Hydrocele,568067,8570,559497,103281,1826,101455,53002,699,52303,NA,NA,NA,411784,6045,405739,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_603_2,binary,AfAdE,PheCodes,Genitourinary System,Spermatocele,572130,2962,569168,104277,475,103802,53393,254,53139,NA,NA,NA,414460,2233,412227,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_604,binary,AfAdE,PheCodes,Genitourinary System,Disorders of penis,565093,12369,552724,102075,2830,99245,52584,1685,50899,NA,NA,NA,410434,7854,402580,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_604_1,binary,AfAdE,PheCodes,Genitourinary System,Redundant prepuce and phimosis/BXO,573106,5816,567290,104104,1456,102648,53305,1091,52214,NA,NA,NA,415697,3269,412428,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_604_3,binary,AfAdE,PheCodes,Genitourinary System,Peyronie's disease,574576,3199,571377,104800,412,104388,53673,275,53398,NA,NA,NA,416103,2512,413591,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_605,binary,ALL,PheCodes,Genitourinary System,Erectile dysfunction [ED],532062,174599,357463,94867,47384,47483,49038,15116,33922,5648,1276,4372,382509,110823,271686,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_608,binary,AfAdE,PheCodes,Genitourinary System,Other disorders of male genital organs,550903,17352,533551,99477,4075,95402,51214,1850,49364,NA,NA,NA,400212,11427,388785,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_609,binary,AfAdE,PheCodes,Genitourinary System,Male infertility and abnormal spermatozoa,571406,3788,567618,104056,701,103355,53182,525,52657,NA,NA,NA,414168,2562,411606,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_609_1,binary,AfAdE,PheCodes,Genitourinary System,"Infertility, male",574703,1506,573197,104669,340,104329,53514,339,53175,NA,NA,NA,416520,827,415693,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_609_2,binary,AfE,PheCodes,Genitourinary System,Abnormal spermatozoa,519739,2090,517649,104463,357,104106,NA,NA,NA,NA,NA,NA,415276,1733,413543,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_610,binary,AfAdE,PheCodes,Genitourinary System,Benign mammary dysplasias,626978,5328,621650,120035,1701,118334,59396,451,58945,NA,NA,NA,447547,3176,444371,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_610_1,binary,AfAdE,PheCodes,Genitourinary System,Cystic mastopathy,51674,3043,48631,15454,980,14474,5703,254,5449,NA,NA,NA,30517,1809,28708,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_610_2,binary,AfE,PheCodes,Genitourinary System,Fibroadenosis of breast,48788,604,48184,16413,229,16184,NA,NA,NA,NA,NA,NA,32375,375,32000,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_610_4,binary,AfE,PheCodes,Genitourinary System,Benign neoplasm of breast,571135,1193,569942,121192,443,120749,NA,NA,NA,NA,NA,NA,449943,750,449193,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_610_8,binary,AfE,PheCodes,Genitourinary System,Other specified benign mammary dysplasias,571990,855,571135,121509,271,121238,NA,NA,NA,NA,NA,NA,450481,584,449897,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_611,binary,AfAdE,PheCodes,Genitourinary System,Abnormal findings on mammogram or breast exam,620183,17509,602674,118482,5102,113380,58835,1249,57586,NA,NA,NA,442866,11158,431708,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_611_1,binary,AfAdE,PheCodes,Genitourinary System,Abnormal mammogram,49762,6501,43261,14846,1988,12858,5604,427,5177,NA,NA,NA,29312,4086,25226,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_611_11,binary,AfE,PheCodes,Genitourinary System,Mammographic microcalcification,48689,752,47937,16461,203,16258,NA,NA,NA,NA,NA,NA,32228,549,31679,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_611_3,binary,AfAdE,PheCodes,Genitourinary System,Lump or mass in breast,621952,11950,610002,119002,3384,115618,58967,874,58093,NA,NA,NA,443983,7692,436291,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_612,binary,AfAdE,PheCodes,Genitourinary System,"Breast conditions, congenital or relating to hormones",625653,7987,617666,120039,2472,117567,59329,648,58681,NA,NA,NA,446285,4867,441418,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_612_2,binary,AfAdE,PheCodes,Genitourinary System,Hypertrophy of breast (Gynecomastia),626405,7459,618946,120258,2276,117982,59433,570,58863,NA,NA,NA,446714,4613,442101,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_613,binary,AfAdE,PheCodes,Genitourinary System,Other nonmalignant breast conditions,620354,9319,611035,118385,3022,115363,58822,796,58026,NA,NA,NA,443147,5501,437646,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_613_5,binary,AfAdE,PheCodes,Genitourinary System,Mastodynia,626274,3221,623053,119889,1050,118839,59264,300,58964,NA,NA,NA,447121,1871,445250,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_613_7,binary,AfE,PheCodes,Genitourinary System,Other signs and symptoms in breast,569148,1725,567423,120617,645,119972,NA,NA,NA,NA,NA,NA,448531,1080,447451,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_613_8,binary,AfE,PheCodes,Genitourinary System,Other specified disorders of breast,569458,1569,567889,120682,542,120140,NA,NA,NA,NA,NA,NA,448776,1027,447749,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_613_9,binary,AfE,PheCodes,Genitourinary System,Breast disorder NOS,570258,1114,569144,120928,440,120488,NA,NA,NA,NA,NA,NA,449330,674,448656,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_614,binary,AfAdE,PheCodes,Genitourinary System,Inflammatory diseases of female pelvic organs,46765,10964,35801,13749,5121,8628,4976,1238,3738,NA,NA,NA,28040,4605,23435,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_614_5,binary,AfAdE,PheCodes,Genitourinary System,"Inflammatory disease of cervix, vagina, and vulva",46917,10155,36762,13725,4843,8882,5016,1160,3856,NA,NA,NA,28176,4152,24024,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_614_51,binary,AfE,PheCodes,Genitourinary System,Cervicitis and endocervicitis,47754,566,47188,15920,224,15696,NA,NA,NA,NA,NA,NA,31834,342,31492,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_614_52,binary,AfAdE,PheCodes,Genitourinary System,Vaginitis and vulvovaginitis,47700,8692,39008,13870,4403,9467,5072,946,4126,NA,NA,NA,28758,3343,25415,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_615,binary,AfAdE,PheCodes,Genitourinary System,Endometriosis,54326,1918,52408,16231,575,15656,5903,235,5668,NA,NA,NA,32192,1108,31084,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_618,binary,AfAdE,PheCodes,Genitourinary System,Genital prolapse,54081,2291,51790,16318,420,15898,5906,200,5706,NA,NA,NA,31857,1671,30186,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_618_1,binary,AfE,PheCodes,Genitourinary System,Prolapse of vaginal walls,48516,1543,46973,16439,254,16185,NA,NA,NA,NA,NA,NA,32077,1289,30788,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_619,binary,AfAdE,PheCodes,Genitourinary System,Noninflammatory female genital disorders,47568,7228,40340,13912,2648,11264,5227,716,4511,NA,NA,NA,28429,3864,24565,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_619_2,binary,AfAdE,PheCodes,Genitourinary System,"Disorders of uterus, NEC",52599,3048,49551,15518,1145,14373,5781,216,5565,NA,NA,NA,31300,1687,29613,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_619_4,binary,AfAdE,PheCodes,Genitourinary System,Noninflammatory disorders of vagina,51544,1764,49780,15121,718,14403,5611,204,5407,NA,NA,NA,30812,842,29970,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_622,binary,AfE,PheCodes,Genitourinary System,Polyp of female genital organs,48306,1273,47033,16240,436,15804,NA,NA,NA,NA,NA,NA,32066,837,31229,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_622_1,binary,AfE,PheCodes,Genitourinary System,Polyp of corpus uteri,49077,618,48459,16490,237,16253,NA,NA,NA,NA,NA,NA,32587,381,32206,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_624,binary,AfE,PheCodes,Genitourinary System,Symptoms involving female genital tract,47347,888,46459,15678,411,15267,NA,NA,NA,NA,NA,NA,31669,477,31192,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_624_9,binary,AfAdE,PheCodes,Genitourinary System,"stress incontinence, female",52953,3965,48988,16115,772,15343,5744,438,5306,NA,NA,NA,31094,2755,28339,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_625,binary,AfAdE,PheCodes,Genitourinary System,Pain and other symptoms associated with female genital organs,50203,4920,45283,14896,1607,13289,5400,606,4794,NA,NA,NA,29907,2707,27200,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_625_1,binary,AfAdE,PheCodes,Genitourinary System,Dyspareunia,53657,1780,51877,16132,435,15697,5766,221,5545,NA,NA,NA,31759,1124,30635,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626,binary,AfAdE,PheCodes,Genitourinary System,Disorders of menstruation and other abnormal bleeding from female genital tract,50003,16152,33851,14945,5893,9052,5323,2137,3186,NA,NA,NA,29735,8122,21613,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626_1,binary,AfAdE,PheCodes,Genitourinary System,Irregular menstrual cycle/bleeding,50022,12166,37856,14870,4591,10279,5260,1552,3708,NA,NA,NA,29892,6023,23869,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626_11,binary,AfAdE,PheCodes,Genitourinary System,Absent or infrequent menstruation,53180,1848,51332,15804,628,15176,5638,311,5327,NA,NA,NA,31738,909,30829,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626_12,binary,AfAdE,PheCodes,Genitourinary System,Excessive or frequent menstruation,52596,5541,47055,15552,2483,13069,5659,592,5067,NA,NA,NA,31385,2466,28919,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626_13,binary,AfAdE,PheCodes,Genitourinary System,Irregular menstrual cycle,52096,2601,49495,15537,884,14653,5557,329,5228,NA,NA,NA,31002,1388,29614,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626_14,binary,AfE,PheCodes,Genitourinary System,Irregular menstrual bleeding,47752,1136,46616,15938,472,15466,NA,NA,NA,NA,NA,NA,31814,664,31150,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626_2,binary,AfAdE,PheCodes,Genitourinary System,Dysmenorrhea,52716,3696,49020,15613,1438,14175,5643,487,5156,NA,NA,NA,31460,1771,29689,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_626_8,binary,AfAdE,PheCodes,Genitourinary System,"Infertility, female",55043,1429,53614,16443,560,15883,5925,272,5653,NA,NA,NA,32675,597,32078,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_627,binary,AfAdE,PheCodes,Genitourinary System,Menopausal and postmenopausal disorders,48884,17258,31626,14590,4983,9607,5470,1257,4213,NA,NA,NA,28824,11018,17806,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_627_1,binary,AfE,PheCodes,Genitourinary System,Postmenopausal bleeding,48431,2226,46205,16296,759,15537,NA,NA,NA,NA,NA,NA,32135,1467,30668,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_627_2,binary,AfAdE,PheCodes,Genitourinary System,Symptomatic menopause,49954,11370,38584,14933,3210,11723,5578,773,4805,NA,NA,NA,29443,7387,22056,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_627_22,binary,AfE,PheCodes,Genitourinary System,Need for Hormone replacement therapy (postmenopausal),48429,1585,46844,16408,346,16062,NA,NA,NA,NA,NA,NA,32021,1239,30782,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_627_3,binary,AfAdE,PheCodes,Genitourinary System,Postmenopausal atrophic vaginitis,52142,3340,48802,15773,733,15040,5787,254,5533,NA,NA,NA,30582,2353,28229,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_627_4,binary,AfE,PheCodes,Genitourinary System,Premenopausal menorrhagia,48301,768,47533,16156,320,15836,NA,NA,NA,NA,NA,NA,32145,448,31697,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_627_5,binary,AfE,PheCodes,Genitourinary System,Premature menopause and other ovarian failure,48637,698,47939,16438,226,16212,NA,NA,NA,NA,NA,NA,32199,472,31727,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_628,binary,AfAdE,PheCodes,Genitourinary System,Ovarian cyst,52344,4067,48277,15568,1302,14266,5625,521,5104,NA,NA,NA,31151,2244,28907,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_634,binary,AfE,PheCodes,Pregnancy and Complications,Miscarriage; stillbirth,49241,666,48575,16529,273,16256,NA,NA,NA,NA,NA,NA,32712,393,32319,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_636,binary,AfE,PheCodes,Pregnancy and Complications,Early or threatened labor; hemorrhage in early pregnancy,49112,825,48287,16471,322,16149,NA,NA,NA,NA,NA,NA,32641,503,32138,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_638,binary,AfE,PheCodes,Pregnancy and Complications,Other high-risk pregnancy,49480,634,48846,16637,247,16390,NA,NA,NA,NA,NA,NA,32843,387,32456,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_649,binary,AfE,PheCodes,Pregnancy and Complications,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",49074,712,48362,16481,248,16233,NA,NA,NA,NA,NA,NA,32593,464,32129,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_655,binary,AfAdE,PheCodes,Pregnancy and Complications,Known or suspected fetal abnormality affecting management of mother,55126,1199,53927,16569,344,16225,5903,205,5698,NA,NA,NA,32654,650,32004,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_656,binary,AfAdE,PheCodes,Pregnancy and Complications,Other perinatal conditions of fetus or newborn,54974,1143,53831,16502,345,16157,5890,294,5596,NA,NA,NA,32582,504,32078,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_681,binary,ALL,PheCodes,Dermatological System,Superficial cellulitis and abscess,568267,101926,466341,107038,19518,87520,53443,9091,44352,6369,474,5895,401417,72843,328574,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_681_1,binary,AfAdE,PheCodes,Dermatological System,Cellulitis and abscess of fingers/toes,607514,15703,591811,116944,2696,114248,57611,1278,56333,NA,NA,NA,432959,11729,421230,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_681_2,binary,AfAdE,PheCodes,Dermatological System,Cellulitis and abscess of face/neck,622492,5365,617127,119184,1268,117916,58948,517,58431,NA,NA,NA,444360,3580,440780,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_681_3,binary,AfAdE,PheCodes,Dermatological System,Cellulitis and abscess of arm/hand,616573,9510,607063,118943,1481,117462,58501,839,57662,NA,NA,NA,439129,7190,431939,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_681_5,binary,AfAdE,PheCodes,Dermatological System,"Cellulitis and abscess of leg, except foot",607862,25705,582157,117704,3284,114420,57680,2104,55576,NA,NA,NA,432478,20317,412161,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_681_6,binary,AfAdE,PheCodes,Dermatological System,"Cellulitis and abscess of foot, toe",626344,5113,621231,120728,846,119882,59363,455,58908,NA,NA,NA,446253,3812,442441,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_681_7,binary,AfAdE,PheCodes,Dermatological System,Cellulitis and abscess of trunk,616437,11292,605145,118263,2489,115774,58409,1061,57348,NA,NA,NA,439765,7742,432023,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_686,binary,AfAdE,PheCodes,Dermatological System,Other local infections of skin and subcutaneous tissue,609372,6863,602509,117379,1315,116064,57945,516,57429,NA,NA,NA,434048,5032,429016,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_686_1,binary,AfAdE,PheCodes,Dermatological System,Carbuncle and furuncle,615135,6853,608282,116756,2168,114588,58361,655,57706,NA,NA,NA,440018,4030,435988,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_686_3,binary,AfAdE,PheCodes,Dermatological System,Pilonidal cyst,631604,2073,629531,121598,430,121168,59753,210,59543,NA,NA,NA,450253,1433,448820,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_686_4,binary,AfE,PheCodes,Dermatological System,Pyogenic granuloma,570574,1065,569509,121413,275,121138,NA,NA,NA,NA,NA,NA,449161,790,448371,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
