File: A1C_Mean_INT_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
MAFbin10	5.8711e-02	-2.9132e-01	7.1400e-01	-4.9619e+00	1.2161e+01	2.6072e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	2.1087e-03	1.6420e+00	1.0424e+03	8.1171e+05	9.9872e-01
MAF_Adj_LLD_AFR	1.6675e-03	-4.0465e-02	8.7868e-01	-2.4267e+01	5.2695e+02	9.5524e-01
Recomb_Rate_10kb	1.5151e+00	1.0839e+01	1.0405e+01	7.1539e+00	6.8677e+00	1.5513e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.6351e+00	3.0422e+00	8.1695e-01	6.8369e-01	5.6871e-01
Backgrd_Selection_Stat	1.8503e-01	1.4233e-01	1.7522e-01	7.6919e-01	9.4699e-01	7.6113e-01
CpG_Content_50kb	1.0097e-02	1.2975e-02	4.7439e-03	1.2850e+00	4.6983e-01	5.3216e-01

---

File: Phe_250_4_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-5.1921e-01	1.7387e+00	-8.1619e+01	2.7332e+02	5.5006e-01
020222_ATAC_Stim_UT	6.4117e-03	-6.5432e-03	5.6236e-01	-1.0205e+00	8.7708e+01	9.8084e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.1486e-01	5.1450e-01	-2.0563e+02	9.2112e+02	7.2679e-01
ASoC_UT_11samp_WGS	4.8543e-04	2.3208e-01	7.8774e-01	4.7808e+02	1.6228e+03	3.5274e-01
MAFbin1	6.1034e-02	1.7204e-01	4.6918e-01	2.8187e+00	7.6873e+00	7.1250e-01
MAFbin2	5.9542e-02	-4.0709e-01	1.1302e+00	-6.8371e+00	1.8982e+01	2.6316e-01
MAFbin3	5.9394e-02	-5.0660e-01	1.6673e+00	-8.5296e+00	2.8073e+01	1.4620e-01
MAFbin4	6.0043e-02	-2.2084e-01	9.0820e-01	-3.6781e+00	1.5126e+01	5.2726e-01
MAFbin5	5.8625e-02	6.7956e-01	1.9581e+00	1.1592e+01	3.3400e+01	8.3203e-02
MAFbin6	5.9415e-02	-4.9962e-03	3.3126e-01	-8.4091e-02	5.5755e+00	8.4104e-01
MAFbin7	5.9469e-02	2.5697e-01	8.1646e-01	4.3210e+00	1.3729e+01	6.1204e-01
MAFbin8	5.9765e-02	4.0102e-01	1.1617e+00	6.7099e+00	1.9437e+01	4.6968e-01
MAFbin9	6.0284e-02	1.7126e-01	6.7276e-01	2.8409e+00	1.1160e+01	8.0564e-01
MAFbin10	5.8711e-02	-5.4599e-01	1.6283e+00	-9.2996e+00	2.7734e+01	2.3563e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.2967e-01	2.3616e+00	6.4102e+04	1.1675e+06	9.4863e-01
MAF_Adj_LLD_AFR	1.6675e-03	-2.0641e+00	6.0088e+00	-1.2379e+03	3.6035e+03	3.3664e-02
Recomb_Rate_10kb	1.5151e+00	1.9180e+01	4.2994e+01	1.2659e+01	2.8376e+01	1.7485e-01
Nucleotide_Diversity_10kb	4.4496e+00	2.9365e+00	6.1564e+00	6.5994e-01	1.3836e+00	4.1287e-01
Backgrd_Selection_Stat	1.8503e-01	-1.5436e-01	1.0496e+00	-8.3425e-01	5.6724e+00	1.7340e-01
CpG_Content_50kb	1.0097e-02	2.1588e-02	2.8151e-02	2.1380e+00	2.7880e+00	2.1161e-01

---

File: Phe_250_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	9.6292e-02	8.7889e-02	1.5137e+01	1.3816e+01	3.1449e-01
020222_ATAC_Stim_UT	6.4117e-03	1.1934e-01	1.0155e-01	1.8613e+01	1.5838e+01	2.8006e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	5.8057e-02	4.4027e-02	1.0394e+02	7.8823e+01	1.8177e-01
ASoC_UT_11samp_WGS	4.8543e-04	-1.2666e-02	2.0664e-02	-2.6092e+01	4.2567e+01	5.3012e-01
MAFbin1	6.1034e-02	-4.7989e-02	6.3694e-02	-7.8627e-01	1.0436e+00	4.8070e-02
MAFbin2	5.9542e-02	4.5402e-02	6.5970e-02	7.6252e-01	1.1080e+00	8.3106e-01
MAFbin3	5.9394e-02	2.7219e-02	7.7513e-02	4.5828e-01	1.3051e+00	6.7789e-01
MAFbin4	6.0043e-02	8.5760e-02	6.4392e-02	1.4283e+00	1.0724e+00	6.9064e-01
MAFbin5	5.8625e-02	2.4884e-01	1.4472e-01	4.2446e+00	2.4686e+00	1.5864e-01
MAFbin6	5.9415e-02	5.9822e-02	8.8439e-02	1.0069e+00	1.4885e+00	9.9631e-01
MAFbin7	5.9469e-02	-1.7869e-05	5.1268e-02	-3.0048e-04	8.6209e-01	2.4763e-01
MAFbin8	5.9765e-02	2.0227e-01	1.0704e-01	3.3845e+00	1.7911e+00	1.4778e-01
MAFbin9	6.0284e-02	6.8509e-02	9.8865e-02	1.1364e+00	1.6400e+00	9.3193e-01
MAFbin10	5.8711e-02	-1.5996e-02	1.2032e-01	-2.7246e-01	2.0493e+00	5.0913e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-9.3502e-02	5.6380e-01	-4.6223e+04	2.7871e+05	8.7193e-01
MAF_Adj_LLD_AFR	1.6675e-03	-4.8274e-01	2.8891e-01	-2.8950e+02	1.7326e+02	1.4995e-01
Recomb_Rate_10kb	1.5151e+00	2.7524e+00	8.1366e-01	1.8166e+00	5.3702e-01	1.4281e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.1607e+00	3.4916e-01	9.3506e-01	7.8469e-02	4.1427e-01
Backgrd_Selection_Stat	1.8503e-01	1.7322e-01	3.3231e-02	9.3617e-01	1.7959e-01	7.1850e-01
CpG_Content_50kb	1.0097e-02	1.3971e-02	1.0380e-03	1.3837e+00	1.0280e-01	9.4109e-04

---

File: Phe_260_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.4539e-01	3.3535e-01	-3.8575e+01	5.2716e+01	3.8587e-01
020222_ATAC_Stim_UT	6.4117e-03	-4.7628e-02	3.7912e-01	-7.4283e+00	5.9130e+01	8.8426e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	3.8750e-01	3.5312e-01	6.9376e+02	6.3221e+02	3.9157e-02
ASoC_UT_11samp_WGS	4.8543e-04	5.4278e-01	5.6665e-01	1.1181e+03	1.1673e+03	9.9882e-02
MAFbin1	6.1034e-02	5.5933e-01	4.2017e-01	9.1642e+00	6.8843e+00	5.8616e-02
MAFbin2	5.9542e-02	-6.4410e-02	2.9569e-01	-1.0818e+00	4.9661e+00	6.5217e-01
MAFbin3	5.9394e-02	-6.0414e-03	2.5277e-01	-1.0172e-01	4.2558e+00	7.9273e-01
MAFbin4	6.0043e-02	3.6655e-01	4.5982e-01	6.1047e+00	7.6582e+00	4.1301e-01
MAFbin5	5.8625e-02	3.7989e-01	4.3356e-01	6.4800e+00	7.3955e+00	3.6337e-01
MAFbin6	5.9415e-02	-1.3835e-01	3.4823e-01	-2.3286e+00	5.8609e+00	4.8086e-01
MAFbin7	5.9469e-02	3.2029e-01	4.3822e-01	5.3857e+00	7.3689e+00	4.7260e-01
MAFbin8	5.9765e-02	1.3275e+00	1.1691e+00	2.2212e+01	1.9562e+01	2.2453e-03
MAFbin9	6.0284e-02	-1.2172e+00	1.0687e+00	-2.0191e+01	1.7728e+01	1.4002e-04
MAFbin10	5.8711e-02	1.1575e-01	2.8115e-01	1.9716e+00	4.7887e+00	8.3658e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	2.1411e-01	1.3475e+00	1.0585e+05	6.6614e+05	8.6927e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.6542e-02	6.8790e-01	-9.9200e+00	4.1254e+02	9.7909e-01
Recomb_Rate_10kb	1.5151e+00	3.9066e+00	3.2194e+00	2.5784e+00	2.1248e+00	4.5010e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.1078e+00	1.4519e+00	1.1479e+00	3.2630e-01	5.7400e-01
Backgrd_Selection_Stat	1.8503e-01	1.3595e-01	1.6648e-01	7.3475e-01	8.9974e-01	7.1976e-01
CpG_Content_50kb	1.0097e-02	4.2405e-03	6.4829e-03	4.1997e-01	6.4205e-01	1.9718e-02

---

File: Phe_261_2_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	3.5256e+03	4.1041e+03	5.5422e+05	6.4517e+05	1.4200e-01
020222_ATAC_Stim_UT	6.4117e-03	3.7368e+03	4.3714e+03	5.8282e+05	6.8178e+05	1.3764e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-3.4815e+02	3.8688e+02	-6.2331e+05	6.9264e+05	6.6064e-01
ASoC_UT_11samp_WGS	4.8543e-04	-1.5636e+02	1.7631e+02	-3.2210e+05	3.6319e+05	8.1884e-01
MAFbin1	6.1034e-02	1.1995e+01	1.0821e+02	1.9653e+02	1.7729e+03	9.9140e-01
MAFbin2	5.9542e-02	3.7909e+02	4.6580e+02	6.3668e+03	7.8231e+03	7.7589e-01
MAFbin3	5.9394e-02	-2.6074e+03	2.9609e+03	-4.3900e+04	4.9852e+04	1.1058e-02
MAFbin4	6.0043e-02	9.5937e+02	1.1955e+03	1.5978e+04	1.9911e+04	4.9883e-01
MAFbin5	5.8625e-02	-1.9986e+03	2.1769e+03	-3.4092e+04	3.7133e+04	1.3176e-01
MAFbin6	5.9415e-02	1.1298e+03	1.3983e+03	1.9015e+04	2.3534e+04	3.6431e-01
MAFbin7	5.9469e-02	-9.8233e+02	9.8741e+02	-1.6518e+04	1.6604e+04	4.1618e-01
MAFbin8	5.9765e-02	2.2050e+03	1.9951e+03	3.6895e+04	3.3383e+04	3.9972e-01
MAFbin9	6.0284e-02	5.5672e+02	8.9551e+02	9.2349e+03	1.4855e+04	8.0870e-01
MAFbin10	5.8711e-02	1.6976e+03	1.8060e+03	2.8914e+04	3.0761e+04	3.9765e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-6.6721e+02	1.5337e+03	-3.2984e+08	7.5819e+08	9.1909e-01
MAF_Adj_LLD_AFR	1.6675e-03	-2.8676e+02	8.3085e+02	-1.7197e+05	4.9827e+05	9.4799e-01
Recomb_Rate_10kb	1.5151e+00	-2.1366e+04	2.4196e+04	-1.4102e+04	1.5970e+04	2.0451e-01
Nucleotide_Diversity_10kb	4.4496e+00	-4.8460e+03	6.3838e+03	-1.0891e+03	1.4347e+03	4.7083e-01
Backgrd_Selection_Stat	1.8503e-01	-5.4395e+01	5.5722e+01	-2.9397e+02	3.0115e+02	9.2219e-01
CpG_Content_50kb	1.0097e-02	3.6771e+01	4.2599e+01	3.6417e+03	4.2189e+03	2.6199e-02

---

File: Phe_261_4_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	6.6258e-02	2.1847e-01	1.0416e+01	3.4343e+01	7.8032e-01
020222_ATAC_Stim_UT	6.4117e-03	4.3606e-01	2.7055e-01	6.8010e+01	4.2197e+01	7.3281e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	6.1375e-02	7.4589e-02	1.0988e+02	1.3354e+02	3.7839e-01
ASoC_UT_11samp_WGS	4.8543e-04	-5.0126e-02	1.1204e-01	-1.0326e+02	2.3080e+02	6.1540e-01
MAFbin1	6.1034e-02	1.3615e-01	1.0821e-01	2.2307e+00	1.7729e+00	4.8616e-01
MAFbin2	5.9542e-02	1.1380e-02	1.1639e-01	1.9112e-01	1.9548e+00	6.6637e-01
MAFbin3	5.9394e-02	-1.7241e-01	1.1936e-01	-2.9028e+00	2.0096e+00	1.6184e-02
MAFbin4	6.0043e-02	3.3651e-02	1.1600e-01	5.6045e-01	1.9319e+00	8.1561e-01
MAFbin5	5.8625e-02	7.3036e-03	1.2689e-01	1.2458e-01	2.1644e+00	6.9437e-01
MAFbin6	5.9415e-02	1.7328e-01	1.1895e-01	2.9164e+00	2.0020e+00	3.1939e-01
MAFbin7	5.9469e-02	3.2811e-02	9.7870e-02	5.5173e-01	1.6457e+00	7.8359e-01
MAFbin8	5.9765e-02	-1.0922e-01	1.8118e-01	-1.8274e+00	3.0315e+00	3.7312e-01
MAFbin9	6.0284e-02	3.2257e-01	2.1159e-01	5.3508e+00	3.5098e+00	1.7673e-01
MAFbin10	5.8711e-02	7.7529e-02	2.5296e-01	1.3205e+00	4.3085e+00	9.3697e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.2025e-01	7.5081e-01	5.9444e+04	3.7117e+05	8.6832e-01
MAF_Adj_LLD_AFR	1.6675e-03	-5.3106e-01	2.9231e-01	-3.1848e+02	1.7530e+02	1.1953e-01
Recomb_Rate_10kb	1.5151e+00	1.1007e+00	1.7653e+00	7.2648e-01	1.1651e+00	8.0840e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.1120e+00	6.9558e-01	9.2413e-01	1.5632e-01	6.1302e-01
Backgrd_Selection_Stat	1.8503e-01	2.4839e-01	5.1462e-02	1.3424e+00	2.7812e-01	1.8133e-01
CpG_Content_50kb	1.0097e-02	1.4691e-02	1.7747e-03	1.4549e+00	1.7576e-01	2.4442e-03

---

File: Phe_261_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.9936e-01	3.4950e-01	3.1339e+01	5.4941e+01	5.6068e-01
020222_ATAC_Stim_UT	6.4117e-03	6.2040e-01	4.3398e-01	9.6760e+01	6.7686e+01	6.6876e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	-5.1020e-02	9.0879e-02	-9.1344e+01	1.6270e+02	5.6296e-01
ASoC_UT_11samp_WGS	4.8543e-04	-1.4246e-01	1.2969e-01	-2.9347e+02	2.6716e+02	1.1569e-01
MAFbin1	6.1034e-02	1.1419e-01	1.6852e-01	1.8709e+00	2.7611e+00	7.5217e-01
MAFbin2	5.9542e-02	-3.0760e-02	1.7973e-01	-5.1661e-01	3.0186e+00	5.9079e-01
MAFbin3	5.9394e-02	-2.6280e-01	1.9781e-01	-4.4247e+00	3.3305e+00	1.5011e-02
MAFbin4	6.0043e-02	4.7827e-02	1.6935e-01	7.9654e-01	2.8205e+00	9.4149e-01
MAFbin5	5.8625e-02	4.4095e-02	1.7429e-01	7.5215e-01	2.9731e+00	9.3415e-01
MAFbin6	5.9415e-02	-8.5462e-02	1.8342e-01	-1.4384e+00	3.0872e+00	3.8290e-01
MAFbin7	5.9469e-02	5.2155e-02	1.5137e-01	8.7701e-01	2.5454e+00	9.6088e-01
MAFbin8	5.9765e-02	1.2414e-01	3.7914e-01	2.0771e+00	6.3438e+00	8.5698e-01
MAFbin9	6.0284e-02	3.3845e-01	3.3430e-01	5.6142e+00	5.5454e+00	3.5761e-01
MAFbin10	5.8711e-02	1.6381e-01	4.1694e-01	2.7902e+00	7.1015e+00	7.8286e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.4847e-01	1.1034e+00	7.3394e+04	5.4547e+05	8.8841e-01
MAF_Adj_LLD_AFR	1.6675e-03	-2.7794e-01	5.6162e-01	-1.6668e+02	3.3681e+02	6.3211e-01
Recomb_Rate_10kb	1.5151e+00	1.4695e+00	2.2238e+00	9.6990e-01	1.4677e+00	9.8341e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.1080e+00	9.2385e-01	9.2322e-01	2.0762e-01	7.0798e-01
Backgrd_Selection_Stat	1.8503e-01	1.8346e-01	6.3873e-02	9.9150e-01	3.4519e-01	9.8018e-01
CpG_Content_50kb	1.0097e-02	1.7079e-02	3.3057e-03	1.6914e+00	3.2739e-01	2.9870e-03

---

File: Phe_269_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-5.4485e-01	1.0623e+01	-8.5651e+01	1.6699e+03	6.6638e-01
020222_ATAC_Stim_UT	6.4117e-03	1.4260e+00	1.7664e+01	2.2241e+02	2.7549e+03	3.1821e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.3152e+00	1.9118e+01	2.3546e+03	3.4228e+04	1.0368e-02
ASoC_UT_11samp_WGS	4.8543e-04	-3.3392e-02	3.5706e-01	-6.8787e+01	7.3556e+02	9.1895e-01
MAFbin1	6.1034e-02	-2.1431e+00	2.7827e+01	-3.5113e+01	4.5593e+02	1.0141e-03
MAFbin2	5.9542e-02	-5.2895e-01	6.5930e+00	-8.8836e+00	1.1073e+02	6.2890e-01
MAFbin3	5.9394e-02	1.5916e+00	2.3086e+01	2.6797e+01	3.8870e+02	1.6250e-01
MAFbin4	6.0043e-02	-1.7253e-01	5.6678e+00	-2.8735e+00	9.4395e+01	8.3466e-01
MAFbin5	5.8625e-02	-3.8731e-01	2.5849e+01	-6.6066e+00	4.4093e+02	7.9473e-01
MAFbin6	5.9415e-02	1.5168e+00	2.6024e+01	2.5529e+01	4.3801e+02	3.1230e-01
MAFbin7	5.9469e-02	-1.0436e+00	1.4977e+01	-1.7548e+01	2.5185e+02	9.7386e-03
MAFbin8	5.9765e-02	-1.7181e-01	1.9613e+00	-2.8747e+00	3.2817e+01	7.7153e-01
MAFbin9	6.0284e-02	1.6308e+00	2.4256e+01	2.7052e+01	4.0236e+02	1.4637e-01
MAFbin10	5.8711e-02	4.0606e-01	2.1801e+00	6.9163e+00	3.7132e+01	7.0666e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.0108e+01	1.1461e+02	4.9967e+06	5.6656e+07	3.4159e-02
MAF_Adj_LLD_AFR	1.6675e-03	1.1708e+00	5.7336e+00	7.0211e+02	3.4385e+03	6.4027e-01
Recomb_Rate_10kb	1.5151e+00	-2.1971e+00	3.9940e+01	-1.4501e+00	2.6361e+01	7.1132e-01
Nucleotide_Diversity_10kb	4.4496e+00	2.5385e+00	1.3075e+01	5.7049e-01	2.9385e+00	6.5080e-01
Backgrd_Selection_Stat	1.8503e-01	4.7082e-01	2.2870e+00	2.5445e+00	1.2360e+01	5.7540e-01
CpG_Content_50kb	1.0097e-02	3.3520e-02	3.2754e-01	3.3198e+00	3.2439e+01	2.8851e-02

---

File: Phe_271_3_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-1.2283e-01	6.9855e-01	-1.9309e+01	1.0981e+02	8.3171e-01
020222_ATAC_Stim_UT	6.4117e-03	-5.9351e-01	1.4113e+00	-9.2566e+01	2.2011e+02	2.6615e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	2.1151e-01	4.9083e-01	3.7867e+02	8.7875e+02	5.1517e-01
ASoC_UT_11samp_WGS	4.8543e-04	-3.4469e-01	7.7721e-01	-7.1007e+02	1.6011e+03	7.1093e-02
MAFbin1	6.1034e-02	4.6182e-01	8.3531e-01	7.5666e+00	1.3686e+01	2.9946e-01
MAFbin2	5.9542e-02	4.7550e-01	1.1071e+00	7.9860e+00	1.8593e+01	3.6898e-01
MAFbin3	5.9394e-02	-4.8745e-01	1.0917e+00	-8.2072e+00	1.8381e+01	1.9656e-01
MAFbin4	6.0043e-02	-5.5081e-01	1.2411e+00	-9.1737e+00	2.0671e+01	1.1809e-01
MAFbin5	5.8625e-02	3.1052e-01	7.5352e-01	5.2968e+00	1.2853e+01	5.2676e-01
MAFbin6	5.9415e-02	-2.3840e-01	6.2475e-01	-4.0124e+00	1.0515e+01	2.1829e-01
MAFbin7	5.9469e-02	6.3316e-01	1.3276e+00	1.0647e+01	2.2323e+01	4.6555e-01
MAFbin8	5.9765e-02	2.2603e-01	6.2442e-01	3.7820e+00	1.0448e+01	6.9378e-01
MAFbin9	6.0284e-02	-9.4081e-01	1.8269e+00	-1.5606e+01	3.0305e+01	2.4658e-02
MAFbin10	5.8711e-02	5.6606e-01	8.8892e-01	9.6413e+00	1.5141e+01	1.8491e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-3.2777e+00	5.9382e+00	-1.6204e+06	2.9355e+06	6.6338e-02
MAF_Adj_LLD_AFR	1.6675e-03	-1.1301e+00	1.7974e+00	-6.7774e+02	1.0779e+03	2.4139e-01
Recomb_Rate_10kb	1.5151e+00	-2.5662e+00	1.8129e+01	-1.6937e+00	1.1965e+01	5.9585e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.9118e+00	2.1578e+00	8.7912e-01	4.8493e-01	7.6342e-01
Backgrd_Selection_Stat	1.8503e-01	9.8855e-02	1.6546e-01	5.3425e-01	8.9424e-01	5.9273e-01
CpG_Content_50kb	1.0097e-02	1.6997e-02	8.6775e-03	1.6833e+00	8.5941e-01	2.4672e-01

---

File: Phe_271_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.9976e-01	6.7288e+00	-4.7122e+01	1.0578e+03	7.4105e-01
020222_ATAC_Stim_UT	6.4117e-03	-6.2707e-01	1.7466e+01	-9.7801e+01	2.7242e+03	4.2358e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	2.0401e-01	5.8344e+00	3.6525e+02	1.0446e+04	6.4339e-01
ASoC_UT_11samp_WGS	4.8543e-04	-3.8945e-01	1.1980e+01	-8.0226e+02	2.4679e+04	1.2600e-01
MAFbin1	6.1034e-02	4.6595e-01	1.1990e+01	7.6342e+00	1.9645e+02	4.6944e-01
MAFbin2	5.9542e-02	3.5172e-01	1.1975e+01	5.9071e+00	2.0112e+02	6.5937e-01
MAFbin3	5.9394e-02	-4.6686e-01	1.2055e+01	-7.8604e+00	2.0297e+02	4.0268e-01
MAFbin4	6.0043e-02	-9.8459e-01	2.8930e+01	-1.6398e+01	4.8182e+02	7.0493e-02
MAFbin5	5.8625e-02	7.3307e-01	2.1593e+01	1.2505e+01	3.6833e+02	3.2153e-01
MAFbin6	5.9415e-02	-3.4192e-01	1.0088e+01	-5.7549e+00	1.6979e+02	2.8500e-01
MAFbin7	5.9469e-02	9.3473e-01	2.3809e+01	1.5718e+01	4.0036e+02	4.3643e-01
MAFbin8	5.9765e-02	1.2909e-01	2.0422e+00	2.1600e+00	3.4170e+01	9.0909e-01
MAFbin9	6.0284e-02	-1.2725e+00	3.3102e+01	-2.1109e+01	5.4910e+02	2.7956e-02
MAFbin10	5.8711e-02	6.9730e-01	1.4453e+01	1.1877e+01	2.4617e+02	2.4337e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-3.7756e+00	9.7577e+01	-1.8665e+06	4.8237e+07	1.5196e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.5344e+00	3.9754e+01	-9.2018e+02	2.3841e+04	2.7853e-01
Recomb_Rate_10kb	1.5151e+00	-3.6697e+00	3.0969e+02	-2.4220e+00	2.0440e+02	6.5543e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.1988e+00	3.6052e+00	9.4363e-01	8.1023e-01	9.2074e-01
Backgrd_Selection_Stat	1.8503e-01	6.4745e-02	5.5137e-01	3.4991e-01	2.9798e+00	6.1543e-01
CpG_Content_50kb	1.0097e-02	1.8382e-02	4.7595e-02	1.8205e+00	4.7137e+00	3.5380e-01

---

File: Phe_272_11_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	7.0082e-01	7.8138e-01	1.1017e+02	1.2283e+02	9.5694e-02
020222_ATAC_Stim_UT	6.4117e-03	-4.2685e-03	4.3963e-01	-6.6574e-01	6.8567e+01	9.7909e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.9483e-02	2.1311e-01	-3.4882e+01	3.8153e+02	9.2175e-01
ASoC_UT_11samp_WGS	4.8543e-04	-8.1396e-02	1.5295e-01	-1.6768e+02	3.1507e+02	4.8809e-01
MAFbin1	6.1034e-02	-1.4765e-02	3.1930e-01	-2.4192e-01	5.2315e+00	8.0182e-01
MAFbin2	5.9542e-02	3.8001e-01	5.2420e-01	6.3822e+00	8.8038e+00	4.3615e-01
MAFbin3	5.9394e-02	2.2119e-01	3.7650e-01	3.7242e+00	6.3390e+00	6.2221e-01
MAFbin4	6.0043e-02	4.8504e-01	5.9619e-01	8.0782e+00	9.9295e+00	2.5201e-01
MAFbin5	5.8625e-02	-4.3413e-01	5.7921e-01	-7.4053e+00	9.8800e+00	6.5154e-02
MAFbin6	5.9415e-02	7.6539e-02	2.7827e-01	1.2882e+00	4.6835e+00	9.4837e-01
MAFbin7	5.9469e-02	3.1462e-01	4.4792e-01	5.2905e+00	7.5320e+00	4.2219e-01
MAFbin8	5.9765e-02	7.7125e-01	9.1791e-01	1.2905e+01	1.5359e+01	9.3646e-02
MAFbin9	6.0284e-02	-3.6271e-01	5.7334e-01	-6.0167e+00	9.5106e+00	2.4628e-01
MAFbin10	5.8711e-02	-4.1417e-01	5.2547e-01	-7.0543e+00	8.9500e+00	1.8055e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-1.0093e+00	1.4606e+00	-4.9895e+05	7.2206e+05	4.4605e-01
MAF_Adj_LLD_AFR	1.6675e-03	-6.0212e-01	8.5054e-01	-3.6109e+02	5.1007e+02	4.5025e-01
Recomb_Rate_10kb	1.5151e+00	9.0797e-01	5.3485e+00	5.9927e-01	3.5301e+00	9.0058e-01
Nucleotide_Diversity_10kb	4.4496e+00	2.3300e+00	3.1148e+00	5.2364e-01	7.0002e-01	1.7136e-01
Backgrd_Selection_Stat	1.8503e-01	3.6474e-01	2.5129e-01	1.9712e+00	1.3581e+00	1.8575e-01
CpG_Content_50kb	1.0097e-02	1.2151e-02	2.8480e-03	1.2034e+00	2.8206e-01	5.1247e-01

---

File: Phe_272_12_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.2646e+00	5.0532e+00	-3.5599e+02	7.9437e+02	1.4359e-02
020222_ATAC_Stim_UT	6.4117e-03	-2.3234e+00	5.2962e+00	-3.6238e+02	8.2603e+02	2.4291e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	3.4587e-01	7.8751e-01	6.1923e+02	1.4099e+03	1.6737e-01
ASoC_UT_11samp_WGS	4.8543e-04	3.0336e-01	6.5713e-01	6.2492e+02	1.3537e+03	5.1985e-02
MAFbin1	6.1034e-02	5.9457e-02	5.4280e-01	9.7417e-01	8.8935e+00	9.9766e-01
MAFbin2	5.9542e-02	5.0303e-01	1.1777e+00	8.4483e+00	1.9779e+01	5.7591e-01
MAFbin3	5.9394e-02	-4.6066e-01	1.2385e+00	-7.7560e+00	2.0852e+01	3.9361e-01
MAFbin4	6.0043e-02	-1.1343e+00	2.6028e+00	-1.8891e+01	4.3350e+01	9.4008e-02
MAFbin5	5.8625e-02	7.7979e-02	5.5228e-01	1.3301e+00	9.4205e+00	9.7153e-01
MAFbin6	5.9415e-02	-6.2718e-01	1.6122e+00	-1.0556e+01	2.7134e+01	1.9717e-01
